type,gender,last_type,material,brand,sole_material,lining_material,season,made_in,insole_material,name,rating,code,cmr price,event price,full price,discipline,interior_material
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis moda Skechers Bounder Rozerg para Niño,0.0,72882966,,,179990.0,,
,Mujer,,Textil,,Goma,Sintético,,,,TENIS UNDER ARMOUR MUJER CHARGED AURORA 2+ 3025238-004,0.0,128081315,264279.0,290417.0,349900.0,Training,
Tenis,Hombre,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Rincon 3,0.0,72783064,,,699990.0,Running,
Tenis moda,Mujer,Normal,Sintético,adidas originals,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas Originals para Mujer Moda Superstar,4.8,72781095,35999.0,41999.0,599950.0,,
Tenis moda,Hombre,Normal,Sintético,converse,Caucho,Textil,Toda temporada,Vietnam,Poliéster,Tenis Converse Pro Blaze V2 | Tenis de moda Converse,5.0,72763258,32899.0,37599.0,469990.0,,
,Mujer,Normal,Sintético,,Goma,Sintético,,,,Tenis Puma Blanco Carina Str 389392-01,0.0,126658485,,,413000.0,Lifestyle,
Tenis,Hombre,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Bondi X,0.0,72783050,,,1199990.0,Running,
,Mujer,Normal,Sintético,,Goma,Sintético,,,,Guess tennis para mujer blancos Originales,0.0,127833637,,,419900.0,,
Tenis deportivos,Hombre,Normal,Sintético,on running,Caucho,Poliéster,Toda temporada,Vietnam,Textil,Tenis On Running para Hombre Running Cloudflyer 4 | Zapatillas On Running para Hombre,0.0,72736879,,,999990.0,Running,
Tenis moda,Niño,Normal,Cuero,nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Nike Court Legacy para Niño con cierre de Velcro | Zapatillas Nike para Niño,4.0,72828098,,,294950.0,,
,Hombre,Normal,Cuero,,Goma,Textil,,,,Zapatillas Lacoste Chaymon Crafted 07221 - Hombre,0.0,126764771,,,799000.0,,
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793542,13989.0,15989.0,199900.0,,
Tenis deportivos,Mujer,Normal,Sintético,mountain gear,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Mountain Gear para Mujer Trekking Anitaalt,5.0,883020221,,,239990.0,Trekking,
,Hombre,,Textil,,,,,,,Tenis Hombre adidas Lite Racer Adapt 4.0 - Verde-Negro,0.0,128103571,186459.0,2049.0,272900.0,,
Tenis moda,Mujer,Normal,Cuero,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Sportcourt 92 Illustrious | Tenis de moda Negros Skechers para Mujer con suela blanca,4.0,72826790,,,319990.0,,
Tenis moda,Mujer,Normal,Tela,disney,Caucho,Sintético,Toda temporada,China,Sintético,Tenis Disney para Mujer Moda Bealtdis4,5.0,882994360,,,139990.0,Lifestyle,
Tenis moda,Mujer,Normal,Tela,veja,Caucho,Poliéster,Toda temporada,Brasil,Textil,Tenis Veja para Mujer Moda Volley Tela,0.0,72884456,,,749990.0,Lifestyle,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Skechers Microspecmax Epicbri para Niña Velcro,5.0,72838559,,,189900.0,,
,Hombre,,,,,,,,,Tenis negro puma hombre suede classic 462095,0.0,119588554,,,486000.0,,
,Hombre,Normal,Sintético,,,,,,,Zapatilla Torretin Futbol Lotto Estadio Hge H1 Sintetica,0.0,125968863,,,189900.0,Fútbol,
,Mujer,Normal,Sintético,,Sintético (PU),Sintético,,,,Tenis Sneakers Martina,5.0,122869752,,,109900.0,,
Tenis moda,Niño,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño,5.0,72835912,,,369990.0,,
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793527,13989.0,15989.0,199900.0,,
,Hombre,,Textil,,,,,,,Tenis Hombre Adidas Lite Racer CLN 2.0 - Negro,0.0,118465483,255619.0,2809.0,375900.0,Running,
,Mujer,,Textil,,Goma,,,,,Tenis New Balance Fresh Foam Arishi V4 Mujer-Negro,5.0,126746275,318491.0,34999.0,459990.0,Running,
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,Vietnam,Textil,Tenis Puma para Hombre Moda Bmw Mms Rs-X,0.0,72794452,,,649990.0,,Textil
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis moda Skechers Bounder Rozerg para Niño,0.0,72882966,,,179990.0,,
,Mujer,,Textil,,,,,,,Tenis Mujer adidas Puremotion Adapt - Negro-Blanco,0.0,128283003,217399.0,2389.0,318900.0,Running,
Tenis,Hombre,Normal,Tela,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Charged Escape4,0.0,72824011,,,409990.0,Running,
Tenis moda,Mujer,Normal,Sintético,skechers,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para MujerSlip Ins Go Walk 6-Lovely Day Tenis de Moda Skechers,5.0,72775035,27289.0,31189.0,389900.0,,
,Hombre,Normal,Textil,,Caucho,Sintético,,,,Nike Legend 10 Academy Tf Guayos verde de hombre para futbol,0.0,128052055,,,464950.0,Fútbol,
Tenis deportivos,Hombre,Normal,Cuero,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Hombre Running Surge 3,0.0,72890685,,,309990.0,Running,
,Mujer,Normal,Textil,,Caucho,Malla (nylon),,,,Asics Gel-Contend 8 Tenis negro de mujer para correr,0.0,126714410,,,349950.0,Running,
Tenis moda,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Moda Bravada 2.0 Platform,0.0,72888968,25199.0,29399.0,419990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,China,Textil,Tenis Puma para Hombre Moda Graviton Pro,5.0,72794158,,,459900.0,,Textil
,Mujer,Normal,Textil,,Caucho,Textil,,,,Tenis Mujer Adidas Court Silk - Blanco,5.0,119441174,278369.0,3059.0,409900.0,,
Tenis moda,Hombre,Normal,Cuero,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas para Hombre Moda VL Court 3.0,4.8,72888879,,,329990.0,Lifestyle,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Skechers Unolite Spreadthelov para Niña | Tenis Skechers para niña diseño Corazones,0.0,72838642,,,249900.0,,
,Hombre,Normal,Textil,,Caucho,Sintético,,,,Adidas Predator Club Sock Tf Guayos negro de hombre para futbol,0.0,128881234,,,399950.0,Fútbol,
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793541,13989.0,15989.0,199900.0,,
Tenis moda,Niño,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño,5.0,72835911,,,369990.0,,
Tenis moda,Mujer,Normal,Sintético,steven madden,Sintético,,Toda temporada,China,Textil,Tenis Steven Madden para Mujer Moda Possession-R2 | Tenis de Moda para Mujer Color Blanco,0.0,72800073,,,529000.0,,Textil
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Mujer Moda Skech Air Extreme 2.,5.0,72778437,27289.0,31189.0,389900.0,,
,Mujer,Pequeña,Sintético,,Sintético (PU),Sintético,,,,Tenis Casuales Blanco-Negro Licenses Disney Lewis L Mujer,0.0,126840447,,,139900.0,,
Tenis,Mujer,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,Tenis Asics para Mujer Running Gel Contend 8,4.8,71281984,,,349990.0,Running,
Tenis,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Training Everyset Trainer,0.0,72738103,32999.0,38499.0,549990.0,Running,
Tenis moda,Hombre,Normal,Cuero,adidas originals,Goma,Textil,Toda temporada,Indonesia,,Tenis adidas Originals Hombre Moda Superstar,4.8,4321058,35999.0,41999.0,599950.0,,
Tenis deportivos,Hombre,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,Tenis Asics Hombre Running Gel-Pulse 14,4.8,72713733,,,419990.0,Running,
,Mujer,,Textil,,Caucho,Textil,,,,Tenis Mujer Adidas Advantage Base - Blanco-Marrón,0.0,127196963,272909.0,2999.0,332900.0,,
Tenis deportivos,Hombre,Normal,Tela,on running,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Onrunning para Hombre Running Cloud X 3,0.0,72901686,,,899990.0,Running,
Tenis moda,Hombre,Normal,Sintético,bearcliff,Caucho,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Bearcliff para Hombre Moda Acreta,3.0,883028586,,,139990.0,Lifestyle,
,Hombre,,,,,,,,,ZAPATILLA ADIDAS HOMBRE NEGRO COURTBLOCK - IF6449,0.0,128784789,323919.0,355955.0,399950.0,Running,
Tenis moda,Unisex,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Camboya,Textil,Tenis Adidas Tensaur Infantil Unisex,0.0,72833355,19599.0,22399.0,279950.0,,
Guayos,Unisex,Normal,Sintético,diadora,Goma,Poliéster,Toda temporada,China,Poliéster,Guayos Diadora para Cancha Sintética Futsof Unisex,5.0,883001867,,,149990.0,,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers Illumi Brights Therm para Niño Velcro,5.0,72794530,,,169900.0,,Poliéster
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793527,13989.0,15989.0,199900.0,,
,Bebé,Normal,Textil,,Pvc,Algodón,,,,Zapatilla para bebe niña kasla,5.0,122476363,,,41400.0,,
,Hombre,,Sintético,,Goma,,,,,Tenis Jordan Max Aura 5 Brand-Negro,0.0,123160340,,,799990.0,Outdoor,
Tenis,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Myanmar,Textil,Tenis Adidas para Hombre Moda Tenis Courtbeat Court Lifestyle,4.7,72094148,,,329950.0,Lifestyle,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis moda Skechers Bounder Rozerg para Niño,0.0,72882966,,,179990.0,,
,Hombre,,,,,,,,,TENIS ADIDAS HOMBRE TERREX EASTRAIL 2.0 HP8606,4.6,121326019,319339.0,350922.0,449900.0,Outdoor,
Tenis moda,Niña,Normal,Sintético,diadora,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Diadora Bampu para Niña,0.0,883001834,,,129990.0,,
Tenis moda,Mujer,Normal,Cuero,puma,Caucho,Sintético,Toda temporada,Vietnam,Textil,Tenis Puma Mujer Moda Mayze LTH,4.9,68696600,,,619900.0,,
Tenis con luces,Niña,Normal,Sintético,skechers,Sintético,,Toda temporada,Vietnam,,Tenis Skechers con Luces Sweetheart Lights para Niña con Velcro,4.7,26684565,,,244900.0,,Poliéster
Tenis,Hombre,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Rincon 3,0.0,72783076,,,699990.0,Running,
Tenis moda,Niño,Normal,Sintético,diadora,Sintético,,Toda temporada,China,Sintético,Tenis Diadora Boy Crego 7 para Niño,4.9,882817636,,,139990.0,,Sintético
Tenis,Hombre,Normal,Tela,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok para Hombre Running Energen Lux | Tenis para Hombre de Running Color Gris,5.0,72816066,,,219900.0,Running,
,Hombre,Normal,Textil,,Caucho,Textil,,,,Tenis Hombre Adidas Court Low Streetcheck - Blanco-Azul,0.0,118465239,293839.0,3229.0,432900.0,,
Tenis moda,Hombre,Normal,Sintético,nike,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Nike para Hombre Moda Air Max Sc C/O,4.6,60558694,,,664990.0,,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis moda Skechers Go Run 400 V2 para Niño Velcro,0.0,72883020,,,189990.0,,
Tenis moda,Hombre,Normal,Sintético,call it spring,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Call It Spring Hombre Moda Freshh,4.1,70706566,13199.0,15399.0,219990.0,,
Tenis deportivos,Hombre,Normal,Sintético,reebok,Goma,,Toda temporada,China,,Tenis Deportivos Reebok para Hombre de Running Energen Tech,5.0,72790743,,,349990.0,Running,Textil
Tenis moda,Mujer,Normal,Sintético,sybilla,Caucho,,Toda temporada,China,Poliéster,Tenis Sybilla con plataforma para Mujer Zucos Bota,4.8,882814198,,,129990.0,,Poliéster
Tenis moda,Unisex,Normal,Sintético,holley,Goma,Sintético,Toda temporada,China,Sintético,Tenis Holley Ecoara2 Unisex Velcro | Tenis Colegial Negro,4.9,882995227,,,79990.0,,
Tenis moda,Hombre,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Skechers para Hombre Moda Bounder2.0 Andal,5.0,72823070,,,299990.0,,
Tenis con luces,Niña,Normal,Tela,skechers,Goma,,Toda temporada,China,Poliéster,Tenis con luces Skechers Flutterheartlights B para Niña Velcro,4.5,72794593,16089.0,18389.0,229900.0,,Poliéster
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,Vietnam,,Tenis Puma para Mujer Moda Jada Renew,4.5,52325781,,,389900.0,Lifestyle,
Guayos,Hombre,Normal,Sintético,puma,Sintético,,Toda temporada,Camboya,Textil,Guayos Puma con taches para Hombre Attacanto Fg/Ag,0.0,72794341,,,309900.0,Fútbol,Textil
Tenis moda,Hombre,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Indonesia,Textil,Tenis Adidas para Hombre Moda AlphaEdge +,4.8,72781152,25199.0,29399.0,419950.0,,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,,Toda temporada,China,,Tenis Skechers Uno Lite Niña,4.9,62842024,,,219900.0,,Poliéster
Tenis moda,Unisex,Normal,Tela,converse,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Converse Star Player 76 Unisex Infantil,5.0,72813786,,,289990.0,,
Tenis deportivos,Mujer,Normal,Tela,asics,Caucho,,Toda temporada,Vietnam,Poliéster,Tenis Asics para Mujer Running Glideride 3,0.0,72800742,,,699990.0,Running,Poliéster
Tenis moda,Mujer,Normal,Sintético,diadora,Caucho,Malla (nylon),Otoño-Invierno,China,Textil,Tenis Diadora para Mujer Moda Befatex,5.0,883016847,,,189990.0,Lifestyle,
Tenis,Mujer,Normal,Tela,under armour,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Under Armour para Mujer Running Charged Breeze 2 | Zapatillas Under Armour Charged Breeze 2,0.0,72763456,32899.0,37599.0,469990.0,Running,
Tenis moda,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Skechers para Mujer Moda Ultra Flex 3 Cls Ch,0.0,72820767,22399.0,25599.0,319990.0,,
Tenis,Mujer,Normal,Sintético,fratta,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Satan,4.3,882814772,8999.0,10499.0,149990.0,Running,
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793542,13989.0,15989.0,199900.0,,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,,Toda temporada,China,Poliéster,Tenis Skechers Illumi Brights Therm para Niño Velcro,5.0,72794530,,,169900.0,,Poliéster
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793527,13989.0,15989.0,199900.0,,
Tenis moda,Niña,Normal,Sintético,skechers,Goma,,Toda temporada,China,,Tenis moda Skechers Uno Lite Niña,5.0,61894303,,,199900.0,,Poliéster
Tenis,Mujer,Normal,Tela,nike,Goma,Poliéster,Toda temporada,Indonesia,Poliéster,Tenis Nike para Mujer Cross Training Legend Essential3,0.0,72875586,,,344990.0,Cross training,
,Hombre,Normal,Textil,,Caucho,Textil,,,,Tenis Hombre Adidas Duramo SL - Blanco,0.0,118464500,231959.0,2549.0,341900.0,Running,
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793543,13989.0,15989.0,199900.0,,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis moda Skechers Bounder Rozerg para Niño,0.0,72882966,,,179990.0,,
Tenis moda,Mujer,Normal,Sintético,sybilla,Caucho,,Toda temporada,China,Poliéster,Tenis Sybilla con plataforma para Mujer Zucos,4.7,882815141,,,129990.0,,Poliéster
Tenis moda,Mujer,Normal,Gamuza,veja,Goma,Sintético,Toda temporada,Brasil,,Tenis moda Veja Campo Mujer Gamuza,5.0,62676879,,,949990.0,,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis moda Skechers Razor Flex Air para Niño Velcro,0.0,72882979,,,219990.0,,
,Hombre,,Textil,,Goma,,,,,Tenis Nike Downshifter 12 Running-Negro,0.0,126704694,,,379990.0,Running,
Tenis moda,Mujer,Normal,Cuero,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma Mujer Moda Carina 2.0,4.8,68696645,24499.0,27999.0,349990.0,Lifestyle,
Tenis moda,Unisex,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas Advantage Court Infantil Unisex,4.8,72833261,14999.0,17499.0,249950.0,,
,,,,,Caucho,Malla (nylon),,,,Asics Magic Speed 3 Tenis rojo de hombre para correr,0.0,128711940,,,849950.0,,
Tenis moda,Hombre,Normal,Cuero,nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Moda Air Force 1 '07| Zapatillas Nike para Hombre Air Force 1,4.0,72826053,,,739950.0,,
,Mujer,Normal,Sintético,,Goma,Sintético,,,,Tenis Nike Court Legacy Lift,0.0,128730672,,,612500.0,,
Tenis moda,Unisex,Normal,Cuero,vans,Caucho,Textil,Toda temporada,China,Textil,Tenis Vans Unisex Moda Old Skool,5.0,28053868,,,329900.0,,
Tenis moda,Hombre,Normal,Sintético,veja,Goma,Sintético,Toda temporada,Brasil,,Tenis moda Veja V-12 Hombre,5.0,62677521,79999.0,89999.0,999990.0,,
Tenis moda,Mujer,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis Puma para Mujer Karmen Rebelle Wns . Tenis de Moda Puma,4.9,72716541,29399.0,33599.0,419990.0,,
Tenis moda,Hombre,Normal,Sintético,puma,Caucho,,Toda temporada,China,Textil,Tenis Puma para Hombre Moda Rebound Layup Sl,5.0,72716137,,,459990.0,,Textil
Tenis moda,Niño,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño,5.0,72835911,,,369990.0,,
Tenis moda,Hombre,Normal,Cuero,adidas originals,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas Originals Hombre Moda Gazelle,0.0,72712680,,,599950.0,,
Tenis moda,Hombre,Normal,Cuero,reebok,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Reebok para Hombre Moda Bb 4000 II,5.0,72815916,,,439900.0,,
,Mujer,,,,,,,,,Tenis converse mujer botas chuck taylor all-sta,4.0,116852730,,,429990.0,,
Tenis,Hombre,Normal,Tela,hoka,Goma,Textil,Toda temporada,Vietnam,Textil,Tenis Hoka para Hombre Running Clifton 9,0.0,72783149,,,799990.0,Running,
Tenis moda,Unisex,Grande,Tela,converse,Sintético,Algodón,Toda temporada,Vietnam,,Tenis Converse Unisex Moda Chuck Taylor All Star,4.8,11776774,,,324990.0,,
Tenis moda,Hombre,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,China,Textil,Tenis Adidas para Hombre Moda Courtbeat,4.8,72781020,19799.0,23099.0,329950.0,,
,Hombre,Normal,Textil,,Caucho,Textil,,,,Tenis Hombre Adidas alphabounce - Negro,0.0,122241211,386659.0,4249.0,569900.0,Running,
Tenis deportivos,Niña,Normal,Sintético,diadora,TPR,,Toda temporada,China,Textil,Tenis Diadora Highte2 para Niña Velcro,4.8,882816584,,,149990.0,,Malla (Nylon)
Tenis,Hombre,Normal,Sintético,diadora,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Diadora para Hombre Running Eagle,5.0,882861365,11999.0,13999.0,199990.0,Running,
Tenis moda,Hombre,Normal,Sintético,call it spring,Sintético,Poliéster,Toda temporada,China,Poliéster,Tenis Call It Spring Hombre Moda Beacon,4.7,71235904,12599.0,14699.0,209990.0,,
Tenis moda,Hombre,Normal,Sintético,nike,Goma,Malla (nylon),Toda temporada,India,Malla (Nylon),Tenis Nike para Hombre Moda Court Vision Low,4.5,23586108,,,399990.0,Lifestyle,
Tenis,Mujer,Normal,Sintético,diadora,Caucho,Poliéster,Toda temporada,China,Poliéster,Tenis Diadora para Mujer Running Eagle,4.9,882861298,11999.0,13999.0,199990.0,Running,
,Hombre,,Textil,,,,,,,Tenis Hombre Reebok Levante Trail - Negro-Multicolor,0.0,129082990,354809.0,3899.0,432900.0,Cross training,
Tenis deportivos,Hombre,Normal,Tela,hoka,Caucho,Textil,Otoño-Invierno,Vietnam,Textil,Tenis Hoka para Hombre Running Clifton 9,0.0,72863195,,,699990.0,Running,
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793527,13989.0,15989.0,199900.0,,
Tenis moda,Niño,Normal,Sintético,puma,Caucho,,Toda temporada,Vietnam,Textil,Tenis Puma Wired Run Niño,4.6,68757529,,,259990.0,,Textil
Tenis moda,Niño,Normal,Cuero,reebok,Goma,Textil,Toda temporada,China,Textil,Tenis Reebok Classic para Niño,0.0,72793543,13989.0,15989.0,199900.0,,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis moda Skechers Bounder Rozerg para Niño,0.0,72882966,,,179990.0,,
Tenis moda,Hombre,Normal,Cuero,nike,Goma,,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Moda Air Max Excee,0.0,72784090,,,569950.0,,Poliéster
,Hombre,,Textil,,Caucho,Textil,,,,Tenis Hombre Adidas Response Runner - Blanco-Naranja,5.0,127195999,209209.0,2299.0,255900.0,Running,
Tenis moda,Niña,Normal,Sintético,puma,Caucho,Textil,Toda temporada,China,Textil,Tenis moda Puma Caven 2.0 Block Ac Ps para Niña Velcro,0.0,72881612,,,279990.0,,
Tenis moda,Mujer,Normal,Sintético,aldo,Goma,Poliéster,Toda temporada,Suiza,Poliéster,Tenis Aldo para Mujer Moda Meadow,5.0,72826417,,,349990.0,Lifestyle,
Tenis moda,Hombre,Normal,Sintético,diadora,Caucho,Malla (nylon),Toda temporada,China,Malla (Nylon),Tenis Diadora para Hombre Moda James7,5.0,883015914,,,159990.0,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,aldo,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Aldo Mujer Moda Sclub,5.0,68519802,22799.0,26599.0,379990.0,,
Tenis moda,Niña,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Brasil,Poliéster,Tenis Asics Fantasy 4 Ps para Niña Velcro,0.0,72835927,,,259990.0,,
,Mujer,Normal,Sintético,,Goma,Sintético,,,,TENIS PUMA RS-METRIC W 386169-07,0.0,122890334,,,579000.0,Lifestyle,
,Hombre,,Sintético,,Goma,,,,,Tenis Nike Free Metcon 5 Training-Negro,0.0,126704711,,,704990.0,Cross training,
Tenis moda,Niño,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Moda Skechers Vector Matrix Voltro para Niño Velcro,5.0,72838702,,,189900.0,,
Tenis moda,Hombre,Normal,Cuero,nike,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Nike para Hombre Moda Dunk Low Retro Prm Nbhd | Zapatillas Nike para Hombre Dunk,0.0,72826096,,,729950.0,,
Tenis moda,Mujer,Normal,Tela,converse,Caucho,Poliéster,Toda temporada,Vietnam,Poliéster,Tenis Converse para Mujer Moda Chuck Taylor Allstar,5.0,72870916,,,429990.0,Lifestyle,
Tenis deportivos,Unisex,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas Breaknet Lifestyle adidas Court Tira Regulable de Cierre por Contacto Doble Unisex,4.9,72781209,16799.0,19199.0,239950.0,Lifestyle,
,Hombre,,Sintético,,Goma,,,,,Guayos Nike Vapor 15 Club Fg/Mg-Amarillo Suave,5.0,128256902,,,364990.0,Fútbol,
Tenis moda,Niño,Normal,Sintético,asics,Caucho,Poliéster,Toda temporada,Camboya,Poliéster,Tenis Asics Gel Resolution 9 para Niño | Zapatillas Asics Gel Resolution 9 para Niño,5.0,72835911,,,369990.0,,
Tenis,Mujer,Normal,Sintético,fratta,Goma,Poliéster,Toda temporada,China,Poliéster,Tenis Fratta para Mujer Running Sakora,5.0,883014811,,,149990.0,Running,
Tenis moda,Niña,Normal,Sintético,puma,Caucho,,Toda temporada,China,Textil,Tenis Puma Rickie Niña,4.8,68757580,,,279900.0,,Textil
Tenis deportivos,Mujer,Normal,Sintético,reebok,Goma,,Toda temporada,Vietnam,,Tenis Deportivos Reebok para Mujer de Cross Training Nanoflex Tr,0.0,72790793,27299.0,31199.0,389990.0,Cross training,Textil
Tenis deportivos,Hombre,Normal,Sintético,asics,Sintético,Sintético,Toda temporada,Vietnam,,Tenis Asics Hombre Running Noosa Tri 14,5.0,63814583,,,599990.0,Running,
Tenis moda,Hombre,Normal,Sintético,adidas,Caucho,Textil,Toda temporada,China,Textil,Tenis Adidas para Hombre Moda Hoops 3.0,4.7,72888782,23999.0,27999.0,399990.0,Lifestyle,
Tenis,Mujer,Normal,Tela,adidas,Caucho,Textil,Toda temporada,Vietnam,Textil,Tenis Adidas para Mujer Running Response,4.5,72724961,,,479990.0,Running,
Tenis,Mujer,Normal,Sintético,skechers,Goma,Poliéster,Toda temporada,Vietnam,Sintético,Tenis Skechers para Mujer Lifestyle Escapeplan Endlesspu,5.0,72806370,,,359990.0,Lifestyle,
Tenis moda,Niña,Normal,Sintético,coniglio,Caucho,,Toda temporada,China,Poliéster,Tenis Coniglio Embro Bl1 para Niña,5.0,882837998,,,119990.0,,Textil
Tenis moda,Mujer,Normal,Cuero,veja,Caucho,Poliéster,Toda temporada,Brasil,Textil,Tenis Veja para Mujer Moda Volley,0.0,72884479,,,849990.0,Lifestyle,
,Mujer,Normal,Sintético,,Goma,Sintético,,,,Tenis Puma Blanco Rebound v6 Low 392328-08,0.0,126565184,,,400000.0,Lifestyle,
Tenis moda,Mujer,Normal,Sintético,apology,Sintético,Poliéster,Toda temporada,China,Poliéster,Tenis Apology para Mujer Moda Izipy5,4.5,882994480,,,219990.0,Lifestyle,
